Timestamp (ns),0x6a25 Range to 0x6f58 (mm),0x6a25 RSS to 0x6f58 (dB),0x6a25 Range to 0x6a5d (mm),0x6a25 RSS to 0x6a5d (dB),0x6a25 Range to 0x6a26 (mm),0x6a25 RSS to 0x6a26 (dB),0x6a25 Range to 0x6f61 (mm),0x6a25 RSS to 0x6f61 (dB),Timestamp (ns),0x6f58 Range to 0x6a5d (mm),0x6f58 RSS to 0x6a5d (dB),0x6f58 Range to 0x6a25 (mm),0x6f58 RSS to 0x6a25 (dB),0x6f58 Range to 0x6a26 (mm),0x6f58 RSS to 0x6a26 (dB),0x6f58 Range to 0x6f61 (mm),0x6f58 RSS to 0x6f61 (dB)
1595476448028001137, , ,922,-80, , , , ,1595476448028028971, , , , , , , , ,,
1595476448034455897, , , , ,1250,-81, , ,1595476448041047100, , , , ,1278,-83, , ,,
1595476448047334878, , , , , , ,872,-81,1595476448053867786, , , , , , ,726,-86,,
1595476448053983434, , , , , , , , ,1595476448060448897,611,-80, , , , , , ,,
1595476448067053952, , ,908,-80, , , , ,1595476448067079600, , , , , , , , ,,
1595476448073452304, , , , ,1264,-80, , ,1595476448079515045, , , , ,1250,-83, , ,,
1595476448086878137, , , , , , ,889,-81,1595476448092857841, , , , , , ,736,-88,,
1595476448092977878, , , , , , , , ,1595476448099350804,620,-80, , , , , , ,,
1595476448105769786, , ,903,-80, , , , ,1595476448105796434, , , , , , , , ,,
1595476448112316341, , , , ,1231,-81, , ,1595476448118478323, , , , ,1301,-82, , ,,
1595476448124752156, , , , , , ,884,-81,1595476448130890008, , , , , , ,745,-86,,
1595476448130975767, , , , , , , , ,1595476448137106693,648,-80, , , , , , ,,
1595476448143254063, , ,870,-80, , , , ,1595476448143280008, , , , , , , , ,,
1595476448149451063, , , , ,1236,-81, , ,1595476448155464248, , , , ,1264,-82, , ,,
1595476448161686730, , , , , , ,884,-81,1595476448167842119, , , , , , ,703,-88,,
1595476448167924341, , , , , , , , ,1595476448174100119,639,-80, , , , , , ,,
1595476448180679378, , ,931,-80, , , , ,1595476448180709434, , , , , , , , ,,
1595476448187300582, , , , ,1273,-81, , ,1595476448193665989, , , , ,1231,-82, , ,,
1595476448200380230, , , , , , ,870,-81,1595476448206552304, , , , , , ,736,-86,,
1595476448206659100, , , , , , , , ,1595476448213308878,625,-80, , , , , , ,,
1595476448219609230, , ,880,-80, , , , ,1595476448219634582, , , , , , , , ,,
1595476448226300730, , , , ,1240,-81, , ,1595476448232206693, , , , ,1203,-82, , ,,
1595476448238366063, , , , , , ,889,-81,1595476448244764452, , , , , , ,698,-86,,
1595476448244874489, , , , , , , , ,1595476448251293063,665,-80, , , , , , ,,
1595476448257333322, , ,917,-80, , , , ,1595476448257358452, , , , , , , , ,,
1595476448263465119, , , , ,1226,-81, , ,1595476448269523600, , , , ,1221,-82, , ,,
1595476448275656693, , , , , , ,872,-81,1595476448281721526, , , , , , ,750,-89,,
1595476448281806100, , , , , , , , ,1595476448288060841,667,-80, , , , , , ,,
1595476448294257508, , ,903,-80, , , , ,1595476448294283026, , , , , , , , ,,
1595476448300527711, , , , ,1245,-80, , ,1595476448306632637, , , , ,1207,-82, , ,,
1595476448312763026, , , , , , ,884,-81,1595476448318882267, , , , , , ,740,-86,,
1595476448318964452, , , , , , , , ,1595476448325332730,615,-80, , , , , , ,,
1595476448331501008, , ,880,-80, , , , ,1595476448331528748, , , , , , , , ,,
1595476448337777693, , , , ,1278,-81, , ,1595476448344124582, , , , ,1226,-82, , ,,
1595476448350366619, , , , , , ,898,-82,1595476448356654656, , , , , , ,731,-86,,
1595476448356735100, , , , , , , , ,1595476448362920563,601,-80, , , , , , ,,
1595476448369174396, , ,931,-80, , , , ,1595476448369200915, , , , , , , , ,,
1595476448375363582, , , , ,1231,-81, , ,1595476448381349230, , , , ,1221,-82, , ,,
1595476448387961785, , , , , , ,889,-81,1595476448394242304, , , , , , ,754,-87,,
1595476448394327748, , , , , , , , ,1595476448400533100,630,-81, , , , , , ,,
1595476448406755785, , ,936,-80, , , , ,1595476448406782434, , , , , , , , ,,
1595476448413097822, , , , ,1250,-81, , ,1595476448419128693, , , , ,1231,-82, , ,,
1595476448425350211, , , , , , ,903,-81,1595476448431524322, , , , , , ,745,-87,,
1595476448431661433, , , , , , , , ,1595476448438143063,662,-80, , , , , , ,,
1595476448444478008, , ,876,-80, , , , ,1595476448444520933, , , , , , , , ,,
1595476448450934878, , , , ,1236,-81, , ,1595476448457077008, , , , ,1226,-82, , ,,
1595476448467984674, , , , , , ,884,-81,1595476448474291285, , , , , , ,698,-86,,
1595476448474399119, , , , , , , , ,1595476448480911896,597,-79, , , , , , ,,
1595476448487388193, , ,889,-80, , , , ,1595476448487414804, , , , , , , , ,,
1595476448493897748, , , , ,1245,-80, , ,1595476448500037415, , , , ,1231,-82, , ,,
1595476448506433137, , , , , , ,870,-81,1595476448512597878, , , , , , ,731,-86,,
1595476448512702822, , , , , , , , ,1595476448520025304,648,-81, , , , , , ,,
1595476448526985082, , ,898,-80, , , , ,1595476448527132026, , , , , , , , ,,
1595476448533548822, , , , ,1278,-80, , ,1595476448539786859, , , , ,1231,-82, , ,,
1595476448546367859, , , , , , ,886,-82,1595476448552872711, , , , , , ,707,-87,,
1595476448553051285, , , , , , , , ,1595476448567579156,620,-80, , , , , , ,,
1595476448574280600, , ,959,-80, , , , ,1595476448574307156, , , , , , , , ,,
