,0x6a5d,0x6a5d,0x6a5d,0x6a5d,0x6a5d,0x6a5d,0x6a26,0x6a26,0x6a26,0x6a26,0x6a26,0x6a26,
Timestamp (ns),Range to 0x6a25 (mm),RSS to 0x6a25 (dB),Range to 0x6a7b (mm),RSS to 0x6a7b (dB),Range to 0x6a26 (mm),RSS to 0x6a26 (dB),Range to 0x6a7b (mm),RSS to 0x6a7b (dB),Range to 0x6a5d (mm),RSS to 0x6a5d (dB),Range to 0x6a25 (mm),RSS to 0x6a25 (dB),
1594786087790350449,437,-80, , , , ,
1594786087797201375, , ,325,-79, , ,
1594786087803689597,,,,,,,343,-79, , , , ,
1594786087810388060,,,,,,, , , , ,550,-81,
1594786087817272486,470,-79, , , , ,
1594786087823791746, , ,348,-79, , ,
1594786087830472875,,,,,,,390,-79, , , , ,
1594786087837036338,,,,,,, , , , ,531,-81,
1594786087843714764,451,-80, , , , ,
1594786087850291672, , ,343,-79, , ,
1594786087856827246,,,,,,,353,-79, , , , ,
1594786087863500579,,,,,,, , , , ,540,-81,
1594786087870903153,456,-80, , , , ,
1594786087878365023, , ,343,-79, , ,
1594786087884988931,,,,,,,376,-79, , , , ,
1594786087891617468,,,,,,, , , , ,512,-81,
1594786087898371931,470,-79, , , , ,
1594786087904836949, , ,306,-79, , ,
1594786087911390023,,,,,,,329,-79, , , , ,
1594786087917816709,,,,,,, , , , ,550,-81,
1594786087924264727,470,-80, , , , ,
1594786087930514005, , ,329,-79, , ,
1594786087936650486,,,,,,,348,-79, , , , ,
1594786087942760116,,,,,,, , , , ,545,-81,
1594786087949123023,451,-80, , , , ,
1594786087955475597, , ,339,-79, , ,
1594786087961694653,,,,,,,343,-79, , , , ,
1594786087967785634,,,,,,, , , , ,578,-81,
1594786087974061227,475,-79, , , , ,
1594786087980187764, , ,334,-80, , ,
1594786087986365894,,,,,,,390,-79, , , , ,
1594786087992527968,,,,,,, , , , ,536,-81,
1594786087998780116,465,-79, , , , ,
1594786088005137227, , ,339,-79, , ,
1594786088011556486,,,,,,,325,-79, , , , ,
1594786088017703153,,,,,,, , , , ,545,-81,
1594786088023942820,470,-79, , , , ,
1594786088030105394, , ,287,-79, , ,
1594786088036344634,,,,,,,381,-79, , , , ,
1594786088042596801,,,,,,, , , , ,550,-81,
1594786088048931375,470,-79, , , , ,
1594786088055107190, , ,357,-79, , ,
1594786088061207264,,,,,,,372,-79, , , , ,
1594786088067543894,,,,,,, , , , ,536,-80,
1594786088073806116,461,-79, , , , ,
1594786088079926838, , ,311,-79, , ,
1594786088086134134,,,,,,,357,-79, , , , ,
1594786088092668412,,,,,,, , , , ,569,-80,
1594786088098843264,461,-79, , , , ,
1594786088104996745, , ,343,-79, , ,
1594786088111218986,,,,,,,376,-79, , , , ,
1594786088117449042,,,,,,, , , , ,540,-80,
1594786088123620857,451,-80, , , , ,
1594786088129725097, , ,334,-79, , ,
1594786088135829301,,,,,,,362,-79, , , , ,
1594786088141897134,,,,,,, , , , ,503,-80,
1594786088147855968,381,-80, , , , ,
1594786088158549708, , ,339,-79, , ,
1594786088164669579,,,,,,,404,-78, , , , ,
1594786088170895412,,,,,,, , , , ,503,-81,
1594786088177239542,428,-79, , , , ,
1594786088183688042, , ,334,-79, , ,
1594786088189966227,,,,,,,320,-79, , , , ,
1594786088196046523,,,,,,, , , , ,550,-81,
1594786088202420153,447,-80, , , , ,
1594786088208625227, , ,353,-79, , ,
1594786088214666449,,,,,,,376,-79, , , , ,
1594786088220900764,,,,,,, , , , ,545,-81,
1594786088227572597,437,-79, , , , ,
1594786088233917116, , ,343,-79, , ,
1594786088240162227,,,,,,,325,-79, , , , ,
1594786088246330449,,,,,,, , , , ,508,-81,
1594786088252539856,451,-80, , , , ,
1594786088258729856, , ,343,-80, , ,
1594786088264696153,,,,,,,339,-79, , , , ,
1594786088271306356,,,,,,, , , , ,517,-81,
1594786088277785338,484,-80, , , , ,
1594786088284029431, , ,273,-79, , ,
1594786088290577301,,,,,,,353,-79, , , , ,
1594786088296750208,,,,,,, , , , ,550,-82,
1594786088302890690,461,-79, , , , ,
