,0x6f61,0x6f61,0x6f61,0x6f61,0x6f61,0x6f61,0x6f61,0x6f61,0x6f61,0x6f61,0x6f61,0x6f61,0x6f61,0x6f61,
Timestamp (ns),Accel_x (mg), Accel_y (mg), Accel_z (mg),Gyro_x (deg/s), Gyro_y (deg/s), Gyro_z (deg/s),Mag_x (uT), Mag_y (uT), Mag_z (uT),Quat_w, Quat_x, Quat_y, Quat_z,Pressure (Pa),
1594830715780210239,-12.0,-67.0,952.0,0.125,0.0,0.0,-22.0625,32.6875,-54.5,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101702.75,
1594830715796687899,-14.0,-65.0,951.0,-0.0625,-0.1875,0.0625,-22.0625,32.6875,-54.5,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101702.75,
1594830715813356859,-15.0,-66.0,953.0,-0.125,0.1875,0.0625,-22.75,32.25,-54.875,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101702.75,
1594830715828264087,-13.0,-66.0,950.0,-0.0625,0.1875,0.125,-22.75,32.25,-54.875,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101702.75,
1594830715842946881,-14.0,-65.0,952.0,0.0625,-0.0625,0.125,-22.75,32.25,-54.875,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101702.75,
1594830715863251538,-13.0,-65.0,950.0,0.0625,-0.0625,0.125,-22.75,32.6875,-54.5,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101702.75,
1594830715877274005,-14.0,-64.0,950.0,-0.125,-0.125,-0.125,-22.75,32.6875,-54.5,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101702.75,
1594830715890670954,-12.0,-66.0,952.0,0.0,-0.25,0.0,-22.75,32.6875,-54.5,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101702.75,
1594830715903793074,-14.0,-65.0,952.0,0.125,0.125,0.0,-22.75,32.6875,-55.25,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101702.75,
1594830715917676114,-14.0,-66.0,947.0,-0.0625,0.1875,0.0,-22.75,32.6875,-55.25,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101702.75,
1594830715931652044,-13.0,-65.0,949.0,0.0625,0.0,0.0,-22.75,32.6875,-55.25,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101702.75,
1594830715945483301,-12.0,-65.0,950.0,0.1875,-0.125,0.0,-22.75,32.6875,-55.25,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101702.75,
1594830715958396685,-14.0,-63.0,951.0,0.0,0.0,-0.0625,-22.375,32.6875,-55.25,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101702.75,
1594830715971754403,-13.0,-65.0,950.0,-0.0625,0.0625,0.0625,-22.375,32.6875,-55.25,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101702.75,
1594830715985846844,-15.0,-67.0,950.0,0.125,-0.1875,0.0,-22.375,32.6875,-55.25,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101702.75,
1594830716000630583,-14.0,-67.0,951.0,0.125,0.125,0.0,-23.1875,32.6875,-55.25,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101702.75,
1594830716016648113,-15.0,-62.0,953.0,0.0,-0.1875,-0.0625,-23.1875,32.6875,-55.25,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101702.75,
1594830716032320283,-13.0,-66.0,949.0,0.0,0.0,0.0625,-23.1875,32.6875,-55.25,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101702.75,
1594830716047072899,-13.0,-63.0,949.0,0.1875,-0.125,0.0625,-23.1875,32.6875,-55.25,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101702.75,
1594830716062962533,-15.0,-65.0,950.0,-0.0625,0.0625,0.0,-22.375,33.0625,-53.75,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101702.75,
1594830716083885404,-12.0,-62.0,950.0,0.0625,0.0,0.125,-22.375,33.0625,-53.75,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101702.75,
1594830716103891081,-13.0,-65.0,951.0,0.0625,0.0625,0.0625,-22.375,33.0625,-55.75,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101702.75,
1594830716118929110,-14.0,-66.0,953.0,0.0,-0.125,0.0625,-22.375,33.0625,-55.75,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101702.75,
1594830716133503525,-14.0,-66.0,949.0,-0.0625,-0.0625,0.125,-22.375,33.0625,-55.75,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101700.75,
1594830716147351839,-11.0,-64.0,951.0,0.0,0.0625,-0.0625,-22.375,33.0625,-55.75,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101700.75,
1594830716161822296,-13.0,-65.0,948.0,0.1875,-0.1875,0.125,-22.375,33.0625,-54.875,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101700.75,
1594830716176192525,-14.0,-64.0,948.0,0.125,0.0625,0.0625,-22.375,33.0625,-54.875,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101700.75,
1594830716189692487,-16.0,-64.0,952.0,0.0,-0.125,0.125,-22.375,33.0625,-54.875,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101700.75,
1594830716205069451,-14.0,-64.0,950.0,-0.0625,0.1875,0.0,-22.375,33.375,-54.5625,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101700.75,
1594830716219745370,-13.0,-65.0,950.0,-0.0625,-0.125,0.0,-22.375,33.375,-54.5625,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101700.75,
1594830716240065115,-14.0,-65.0,950.0,-0.0625,0.0,-0.0625,-22.375,33.375,-54.5625,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101700.75,
1594830716254931262,-15.0,-66.0,950.0,-0.0625,-0.25,0.125,-22.0625,31.25,-55.6875,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101700.75,
1594830716269624366,-14.0,-65.0,953.0,-0.0625,-0.25,0.1875,-22.0625,31.25,-55.6875,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101700.75,
1594830716285137306,-13.0,-64.0,952.0,-0.0625,0.125,-0.0625,-22.0625,31.25,-55.6875,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101700.75,
1594830716299505917,-14.0,-66.0,952.0,0.0,0.125,0.0,-22.375,32.6875,-55.25,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101700.75,
1594830716319103800,-11.0,-65.0,950.0,-0.0625,0.25,-0.125,-22.375,32.6875,-55.25,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101700.75,
1594830716334474664,-14.0,-66.0,954.0,0.0,0.0625,-0.0625,-22.375,32.6875,-55.25,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101700.75,
1594830716349927323,-14.0,-62.0,951.0,0.125,0.0,0.0,-23.1875,32.25,-54.1875,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101700.75,
1594830716365158203,-11.0,-64.0,952.0,0.0,0.125,-0.125,-23.1875,32.25,-54.1875,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101700.75,
1594830716380423903,-13.0,-67.0,949.0,-0.0625,-0.0625,0.0,-23.1875,32.25,-54.1875,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101700.75,
1594830716394931023,-13.0,-65.0,950.0,0.125,0.1875,0.0,-23.1875,32.25,-54.1875,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101700.75,
1594830716410071415,-15.0,-64.0,950.0,-0.0625,0.0625,0.0,-22.75,32.6875,-54.875,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101700.75,
1594830716424736895,-14.0,-64.0,948.0,0.0625,0.0,-0.0625,-22.75,32.6875,-54.875,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101700.75,
1594830716439029743,-13.0,-66.0,949.0,0.0,-0.1875,0.0625,-22.75,32.6875,-54.875,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101700.75,
1594830716458932680,-16.0,-64.0,950.0,-0.0625,0.0,0.0625,-22.75,33.0625,-54.875,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101700.75,
1594830716473451136,-15.0,-66.0,949.0,0.125,0.25,-0.0625,-22.75,33.0625,-54.875,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101700.75,
1594830716488530781,-13.0,-66.0,950.0,0.3125,0.0625,-0.0625,-22.75,33.0625,-54.875,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101700.75,
1594830716503952886,-13.0,-67.0,950.0,0.0,-0.125,0.0,-22.375,32.6875,-54.5625,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101697.5,
1594830716518958405,-14.0,-65.0,950.0,0.0625,0.0,-0.0625,-22.375,32.6875,-54.5625,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101697.5,
1594830716533280927,-13.0,-67.0,949.0,-0.25,0.125,0.0625,-22.375,32.6875,-54.5625,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101697.5,
1594830716547414107,-14.0,-65.0,952.0,0.0,0.0625,-0.125,-23.1875,32.25,-54.5625,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101697.5,
1594830716566093332,-12.0,-65.0,952.0,-0.125,0.0,-0.0625,-23.1875,32.25,-54.5625,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101697.5,
1594830716585142136,-15.0,-64.0,950.0,0.375,0.0625,-0.0625,-23.1875,32.25,-54.5625,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101697.5,
1594830716602429575,-13.0,-64.0,952.0,-0.125,-0.25,0.0,-22.75,32.6875,-55.6875,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101697.5,
1594830716617956944,-16.0,-64.0,950.0,-0.0625,0.0625,-0.125,-22.75,32.6875,-55.6875,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101697.5,
1594830716635353833,-15.0,-64.0,950.0,0.1875,0.0,0.0,-22.75,32.6875,-55.6875,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101697.5,
1594830716652218818,-13.0,-66.0,950.0,0.1875,0.0,-0.0625,-23.1875,32.25,-54.5625,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101697.5,
1594830716667890348,-14.0,-67.0,950.0,0.125,0.1875,-0.0625,-23.1875,32.25,-54.5625,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101697.5,
1594830716682637398,-14.0,-63.0,948.0,0.125,-0.25,0.0625,-23.1875,32.25,-54.5625,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101697.5,
1594830716697792771,-13.0,-64.0,954.0,0.125,0.0,0.0625,-23.1875,32.25,-54.5625,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101697.5,
1594830716713126816,-14.0,-66.0,954.0,0.25,-0.0625,-0.0625,-22.375,32.6875,-54.875,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101697.5,
1594830716728514172,-13.0,-65.0,950.0,0.0625,0.1875,0.0625,-22.375,32.6875,-54.875,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101697.5,
1594830716744548430,-13.0,-63.0,949.0,0.0625,0.0,-0.0625,-22.375,32.6875,-54.875,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101697.5,
1594830716760099174,-11.0,-64.0,949.0,0.0,-0.125,-0.0625,-23.1875,32.6875,-54.5625,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101697.5,
1594830716774456157,-11.0,-64.0,949.0,0.0625,-0.0625,0.0,-23.1875,32.6875,-54.5625,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101697.5,
1594830716789391896,-15.0,-67.0,949.0,0.0625,0.25,-0.125,-23.1875,32.6875,-54.5625,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101697.5,
1594830716805079623,-12.0,-65.0,950.0,0.1875,0.0,0.0,-22.75,31.25,-55.75,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101697.5,
1594830716820043858,-14.0,-67.0,951.0,0.1875,0.0,0.0,-22.75,31.25,-55.75,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101697.5,
1594830716835469971,-11.0,-65.0,948.0,-0.0625,0.0625,0.0,-22.75,31.25,-55.75,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101697.5,
1594830716850099144,-13.0,-67.0,948.0,-0.1875,0.125,-0.0625,-22.0625,33.75,-54.875,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101697.5,
1594830716864661372,-14.0,-67.0,952.0,0.125,0.0,0.0625,-22.0625,33.75,-54.875,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101697.5,
1594830716879987057,-13.0,-66.0,952.0,-0.3125,-0.125,-0.125,-22.0625,33.75,-54.875,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101697.5,
1594830716895982307,-15.0,-64.0,951.0,0.0,0.0625,0.0625,-22.0625,33.75,-54.875,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101699.0,
1594830716911746484,-15.0,-62.0,950.0,-0.25,0.0,-0.0625,-22.0625,33.0625,-54.5625,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101699.0,
1594830716927830937,-13.0,-65.0,947.0,-0.125,-0.0625,0.0,-22.0625,33.0625,-54.5625,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101699.0,
1594830716942520694,-12.0,-63.0,950.0,-0.0625,-0.125,0.0625,-22.0625,33.0625,-54.5625,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101699.0,
1594830716956561185,-12.0,-66.0,950.0,-0.1875,-0.0625,0.0,-22.0625,33.0625,-54.5625,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101699.0,
1594830716969807570,-14.0,-65.0,948.0,-0.125,0.0,0.0,-22.0625,32.6875,-54.1875,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101699.0,
1594830716984259065,-13.0,-65.0,952.0,0.0625,0.0625,-0.0625,-22.0625,32.6875,-54.1875,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101699.0,
1594830716997776128,-15.0,-65.0,950.0,-0.1875,0.0,-0.125,-22.0625,32.6875,-54.1875,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101699.0,
1594830717011485694,-13.0,-66.0,951.0,-0.1875,0.0,-0.125,-22.375,31.875,-53.75,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101699.0,
1594830717030135307,-15.0,-66.0,951.0,-0.125,0.0625,-0.0625,-22.375,31.875,-53.75,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101699.0,
1594830717044930275,-14.0,-65.0,950.0,-0.25,-0.125,0.0,-22.375,31.875,-53.75,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101699.0,
1594830717064872183,-14.0,-66.0,950.0,0.0,0.125,-0.0625,-22.75,32.25,-54.5625,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101699.0,
1594830717082219774,-13.0,-63.0,950.0,0.0,0.125,0.0,-22.75,32.25,-54.5625,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101699.0,
1594830717097688737,-12.0,-67.0,951.0,0.0625,-0.1875,0.0,-22.75,32.25,-54.5625,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101699.0,
1594830717114197275,-13.0,-65.0,953.0,0.0625,-0.0625,0.0,-21.75,31.875,-55.25,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101699.0,
1594830717127511926,-14.0,-65.0,947.0,-0.0625,0.125,-0.0625,-21.75,31.875,-55.25,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101699.0,
1594830717140747596,-16.0,-65.0,950.0,0.125,0.0,0.0625,-21.75,31.875,-55.25,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101699.0,
1594830717153813214,-16.0,-65.0,950.0,0.0,0.0,0.0,-21.75,31.875,-55.25,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101699.0,
1594830717166679634,-16.0,-64.0,950.0,-0.0625,0.125,0.0,-22.75,32.25,-54.1875,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101699.0,
1594830717179642741,-14.0,-63.0,950.0,-0.1875,0.0625,-0.0625,-22.75,32.25,-54.1875,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101699.0,
1594830717193013092,-15.0,-63.0,949.0,-0.125,0.0625,0.0625,-22.75,32.25,-54.1875,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101699.0,
1594830717206602638,-13.0,-64.0,950.0,-0.1875,-0.0625,-0.125,-22.75,32.25,-54.1875,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101699.0,
1594830717220398659,-13.0,-65.0,948.0,-0.0625,-0.125,0.0,-22.0625,32.6875,-54.875,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101699.0,
1594830717233765007,-11.0,-66.0,953.0,-0.3125,0.3125,0.0,-22.0625,32.6875,-54.875,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101699.0,
1594830717247035370,-12.0,-64.0,951.0,0.0625,-0.0625,0.0,-22.0625,32.6875,-54.875,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101699.0,
1594830717260316097,-13.0,-65.0,949.0,-0.0625,0.0625,0.0,-21.75,32.6875,-54.875,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101699.0,
1594830717273803604,-16.0,-67.0,948.0,-0.0625,-0.3125,0.0,-21.75,32.6875,-53.75,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101699.25,
1594830717286922173,-13.0,-63.0,947.0,-0.0625,0.125,0.0,-21.75,32.6875,-53.75,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101699.25,
1594830717300028017,-15.0,-64.0,949.0,0.125,0.0,-0.0625,-21.75,32.6875,-53.75,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101699.25,
1594830717313383193,-14.0,-62.0,950.0,-0.1875,0.0625,-0.0625,-22.375,33.0625,-54.1875,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101699.25,
1594830717326616453,-12.0,-65.0,950.0,-0.125,-0.0625,0.0625,-22.375,33.0625,-54.1875,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101699.25,
1594830717340117143,-13.0,-65.0,948.0,0.0,-0.0625,0.0625,-22.375,33.0625,-54.1875,0.9993896484375,-0.035400390625,0.00250244140625,0.0,101699.25,
