,0x6f61,0x6f61,0x6f61,0x6f61,0x6f61,0x6f61,0x6f61,0x6f61,0x6f61,0x6f61,0x6f61,0x6f61,0x6f61,0x6f61,0x6f61,0x6f61,
Timestamp (ns),Accel_x (mg), Accel_y (mg), Accel_z (mg),Gyro_x (deg/s), Gyro_y (deg/s), Gyro_z (deg/s),Mag_x (uT), Mag_y (uT), Mag_z (uT),Quat_w, Quat_x, Quat_y, Quat_z,Pressure (Pa),Range to 0x6a25 (mm),RSS to 0x6a25 (dB),
1594838229575443794,22.0,-70.0,961.0,0.0,-0.0625,-0.0625,11.25,-5.375,-38.0625,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101658.0,131072,0,
1594838229599129252,23.0,-70.0,964.0,-0.1875,0.0,0.0625,11.25,-5.375,-38.0625,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101658.0,131072,0,
1594838229623127681,22.0,-69.0,958.0,0.1875,0.0,-0.0625,10.875,-4.6875,-38.875,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101658.0,131072,0,
1594838229646634187,25.0,-68.0,962.0,0.0625,-0.0625,0.0,10.875,-4.6875,-38.875,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101658.0,131072,0,
1594838229676871211,23.0,-71.0,961.0,-0.0625,0.0625,-0.0625,11.25,-5.0625,-37.6875,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101658.0,131072,0,
1594838229714168732,22.0,-69.0,958.0,0.0625,0.0625,-0.125,11.5625,-5.0625,-38.875,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101658.0,131072,0,
1594838229747691497,23.0,-68.0,962.0,-0.0625,0.0625,-0.0625,11.5625,-5.0625,-38.875,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101658.0,131072,0,
1594838229780087965,24.0,-69.0,960.0,0.0,0.0,-0.125,10.875,-4.6875,-38.0625,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101654.75,131072,0,
1594838229812512975,21.0,-69.0,962.0,0.1875,0.0625,0.0625,10.875,-4.6875,-38.5,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101654.75,131072,0,
1594838229845923156,22.0,-68.0,961.0,0.0625,0.25,0.0,10.875,-4.6875,-38.5,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101654.75,131072,0,
1594838229878360640,25.0,-69.0,960.0,-0.0625,0.1875,0.0,11.25,-3.875,-38.0625,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101654.75,131072,0,
1594838229914127983,24.0,-69.0,964.0,0.125,-0.25,-0.0625,11.5625,-5.0625,-38.375,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101654.75,131072,0,
1594838229947528240,23.0,-70.0,958.0,0.125,0.125,-0.0625,11.5625,-5.0625,-38.375,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101654.75,131072,0,
1594838229981432431,20.0,-68.0,960.0,0.1875,0.0,-0.0625,11.5625,-4.6875,-38.5,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101654.75,131072,0,
1594838230014298445,23.0,-71.0,963.0,0.0,0.125,-0.1875,10.5625,-5.0625,-38.0625,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101654.75,131072,0,
1594838230046811796,24.0,-70.0,960.0,-0.0625,0.1875,0.0,10.5625,-5.0625,-38.0625,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101654.75,131072,0,
1594838230084480107,23.0,-71.0,961.0,-0.125,0.0625,0.0,10.875,-5.0625,-38.0625,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101654.75,131072,0,
1594838230125782108,26.0,-69.0,961.0,-0.125,0.0,-0.125,11.25,-5.375,-38.375,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101654.75,131072,0,
1594838230166820180,22.0,-69.0,960.0,-0.125,0.0625,0.0625,10.875,-5.75,-38.0625,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101658.25,131072,0,
1594838230202511321,22.0,-67.0,962.0,0.0625,0.0625,0.0625,10.875,-5.75,-38.0625,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101658.25,131072,0,
1594838230239164774,22.0,-70.0,960.0,-0.0625,0.125,0.0,11.25,-5.0625,-38.0625,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101658.25,131072,0,
1594838230276126974,22.0,-71.0,961.0,0.0625,0.125,0.125,10.875,-5.0625,-37.6875,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101658.25,131072,0,
1594838230317121581,24.0,-69.0,959.0,-0.0625,-0.1875,0.125,10.5625,-4.6875,-37.6875,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101658.25,131072,0,
1594838230350813347,22.0,-68.0,959.0,0.1875,-0.0625,0.0,10.5625,-4.6875,-37.6875,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101658.25,131072,0,
1594838230386690396,22.0,-70.0,960.0,0.125,0.0,0.125,11.25,-5.75,-38.0625,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101658.25,131072,0,
1594838230425274947,23.0,-71.0,962.0,-0.4375,0.125,0.125,10.875,-5.375,-37.25,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101658.25,131072,0,
1594838230468650415,22.0,-68.0,961.0,-0.375,-0.0625,-0.0625,10.875,-5.0625,-38.0625,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101658.25,131072,0,
1594838230505222055,23.0,-69.0,959.0,0.0,0.0,0.125,10.875,-5.0625,-38.0625,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101658.25,131072,0,
1594838230543021294,23.0,-70.0,960.0,-0.0625,0.1875,0.125,10.5625,-4.25,-40.0625,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101657.5,131072,0,
1594838230578108140,22.0,-68.0,962.0,0.1875,-0.1875,0.0,10.875,-4.25,-37.25,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101657.5,131072,0,
1594838230610693317,20.0,-67.0,961.0,-0.25,0.125,0.0,11.5625,-4.25,-37.25,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101657.5,131072,0,
1594838230640952801,22.0,-69.0,957.0,0.125,0.125,0.0,11.5625,-5.375,-38.5,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101657.5,131072,0,
1594838230675889519,23.0,-70.0,959.0,0.3125,0.0625,0.0625,11.25,-5.0625,-37.6875,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101657.5,131072,0,
1594838230709628833,24.0,-69.0,961.0,-0.1875,-0.0625,0.0625,10.875,-4.25,-38.0625,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101657.5,131072,0,
1594838230743571946,23.0,-69.0,961.0,0.1875,-0.125,0.0,10.875,-4.25,-38.0625,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101657.5,131072,0,
1594838230777237296,25.0,-69.0,961.0,0.0,-0.125,0.0625,10.5625,-5.0625,-38.5,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101657.5,131072,0,
1594838230808268651,23.0,-70.0,961.0,0.25,0.0625,0.125,10.5625,-3.875,-38.0625,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101657.5,131072,0,
1594838230841140616,22.0,-70.0,958.0,0.0,0.0625,0.0625,10.5625,-3.875,-38.0625,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101657.5,131072,0,
1594838230872951563,24.0,-69.0,961.0,0.0625,0.0,0.0,10.5625,-3.875,-38.5,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101657.5,131072,0,
1594838230904607372,24.0,-71.0,959.0,0.0,-0.0625,-0.0625,10.5625,-3.875,-38.5,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101657.5,131072,0,
1594838230935986357,22.0,-67.0,956.0,0.125,0.3125,0.0625,11.25,-3.5625,-38.5,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101661.5,131072,0,
1594838230966044532,21.0,-70.0,960.0,0.0,-0.1875,0.0,11.25,-5.0625,-38.875,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101661.5,1048576,0,
1594838230998278841,24.0,-69.0,961.0,0.125,-0.0625,0.125,11.25,-5.0625,-38.875,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101661.5,131072,0,
1594838231029502927,22.0,-70.0,961.0,-0.0625,0.0625,-0.0625,12.0,-5.0625,-37.25,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101661.5,131072,0,
1594838231064179851,22.0,-70.0,961.0,-0.0625,0.125,0.0625,11.6875,-4.6875,-38.5,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101661.5,131072,0,
1594838231099757326,23.0,-70.0,960.0,0.1875,-0.0625,-0.0625,11.6875,-4.6875,-38.5,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101661.5,131072,0,
1594838231135674520,24.0,-70.0,960.0,-0.0625,0.125,-0.0625,10.5625,-4.6875,-38.0625,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101661.5,131072,0,
1594838231171257376,23.0,-70.0,963.0,0.0,-0.125,-0.0625,10.875,-5.0625,-38.0625,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101661.5,131072,0,
1594838231213385726,22.0,-69.0,962.0,0.125,0.0625,0.0625,11.6875,-4.25,-38.0625,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101661.5,131072,0,
1594838231248027818,24.0,-69.0,963.0,0.0625,-0.0625,0.0,11.6875,-4.25,-38.0625,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101661.5,131072,0,
1594838231282425140,24.0,-71.0,960.0,-0.125,0.0625,-0.0625,10.5625,-3.875,-38.5,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101661.5,131072,0,
1594838231314191532,24.0,-71.0,963.0,-0.0625,-0.125,-0.0625,10.875,-5.0625,-38.5,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101656.5,131072,0,
1594838231347000041,22.0,-70.0,961.0,-0.1875,-0.1875,-0.125,10.875,-5.0625,-38.5,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101656.5,131072,0,
1594838231380740053,23.0,-70.0,959.0,-0.0625,0.0625,-0.0625,10.5625,-4.25,-38.875,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101656.5,131072,0,
1594838231414060080,22.0,-70.0,959.0,0.125,0.0,-0.0625,10.5625,-3.875,-38.0625,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101656.5,131072,0,
1594838231448718581,23.0,-68.0,958.0,0.1875,-0.125,0.0,10.5625,-3.875,-38.0625,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101656.5,131072,0,
1594838231482473360,23.0,-69.0,957.0,0.125,-0.125,0.0,11.25,-4.6875,-36.875,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101656.5,131072,0,
1594838231516189084,22.0,-69.0,961.0,0.25,-0.0625,0.0,11.25,-4.6875,-36.875,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101656.5,131072,0,
1594838231549099481,23.0,-70.0,961.0,0.0625,0.0,-0.0625,10.875,-4.6875,-38.5,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101656.5,131072,0,
1594838231583626218,23.0,-69.0,962.0,0.0625,-0.0625,0.0625,10.875,-4.25,-38.875,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101656.5,131072,0,
1594838231617566125,24.0,-69.0,959.0,0.0,-0.25,-0.1875,10.875,-4.25,-38.875,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101656.5,131072,0,
1594838231651652653,23.0,-69.0,960.0,0.1875,0.25,0.125,11.25,-4.6875,-37.25,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101656.5,131072,0,
1594838231684754143,25.0,-70.0,961.0,0.0,0.0,-0.0625,10.875,-4.6875,-38.0625,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101658.25,131072,0,
1594838231717195773,21.0,-71.0,961.0,0.1875,-0.25,0.0625,10.875,-4.6875,-38.0625,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101658.25,131072,0,
1594838231757908926,22.0,-71.0,961.0,0.125,-0.1875,0.1875,10.875,-4.6875,-37.25,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101658.25,131072,0,
1594838231791228316,24.0,-69.0,962.0,-0.125,0.0,0.125,11.25,-4.6875,-38.5,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101658.25,1048576,0,
1594838231824784769,24.0,-69.0,961.0,0.0,0.125,-16.0,11.25,-4.25,-37.6875,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101658.25,131072,0,
1594838231859115806,27.0,-69.0,960.0,0.0,0.1875,0.0,11.25,-4.25,-37.6875,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101658.25,131072,0,
1594838231890891458,22.0,-70.0,961.0,0.0,0.0625,0.125,10.5625,-3.875,-38.875,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101658.25,131072,0,
1594838231925206319,24.0,-70.0,960.0,-0.0625,-0.1875,0.0625,11.25,-5.75,-38.0625,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101658.25,131072,0,
1594838231958972202,25.0,-73.0,959.0,-0.1875,0.0,0.0,11.25,-5.75,-38.0625,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101658.25,131072,0,
1594838231993103364,23.0,-70.0,961.0,0.0,-0.0625,0.0,10.875,-4.6875,-38.875,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101658.25,131072,0,
1594838232026612959,22.0,-69.0,960.0,0.0,-0.125,-0.0625,10.5625,-4.6875,-38.0625,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101658.25,131072,0,
1594838232059792316,23.0,-70.0,961.0,0.0625,0.125,0.0625,10.5625,-4.6875,-38.0625,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101659.25,131072,0,
1594838232095031026,23.0,-68.0,958.0,0.25,0.0,0.0,10.5625,-4.25,-37.25,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101659.25,131072,0,
1594838232128735901,22.0,-69.0,962.0,0.0,-0.125,0.0,10.1875,-4.25,-39.6875,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101659.25,131072,0,
1594838232163059795,23.0,-69.0,964.0,0.0625,0.0,-0.0625,10.1875,-4.25,-39.6875,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101659.25,131072,0,
1594838232200276171,22.0,-70.0,962.0,0.1875,0.0,0.0,10.5625,-5.75,-38.0625,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101659.25,131072,0,
1594838232233012297,24.0,-69.0,961.0,0.0,-0.0625,-0.0625,10.875,-4.6875,-38.5,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101659.25,131072,0,
1594838232267087414,22.0,-69.0,961.0,-0.1875,0.0625,-0.125,11.25,-4.6875,-37.25,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101659.25,131072,0,
1594838232300923456,22.0,-67.0,961.0,0.0,0.0625,-0.0625,11.25,-4.6875,-37.25,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101659.25,131072,0,
1594838232333681872,23.0,-69.0,960.0,-0.125,0.125,0.0,10.875,-5.0625,-39.25,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101659.25,131072,0,
1594838232366632063,22.0,-71.0,960.0,0.0,-0.125,0.0,10.5625,-4.25,-38.0625,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101659.25,131072,0,
1594838232403427073,24.0,-69.0,961.0,0.125,0.0625,-0.0625,10.5625,-4.25,-38.0625,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101659.25,131072,0,
1594838232443954108,23.0,-71.0,961.0,0.0,0.0,0.0,10.875,-5.0625,-38.5,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101660.75,131072,0,
1594838232477504260,24.0,-68.0,963.0,0.0,-0.0625,0.0625,10.5625,-5.0625,-38.5,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101660.75,131072,0,
1594838232511908843,23.0,-70.0,960.0,0.1875,-0.1875,0.0,10.5625,-5.0625,-38.5,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101660.75,131072,0,
1594838232544930195,22.0,-69.0,956.0,-0.0625,-0.1875,0.0625,11.6875,-4.6875,-38.0625,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101660.75,131072,0,
1594838232578919614,25.0,-70.0,961.0,0.0,-0.1875,-0.125,10.875,-4.6875,-39.25,0.9994015381030621,-0.030029654131348883,-0.017090047066621313,-0.001647968824281341,101660.75,131072,0,
