,0x6f61,0x6f61,0x6f61,0x6f61,0x6f61,0x6f61,0x6f61,0x6f61,0x6f61,0x6f61,0x6f61,0x6f61,0x6f61,0x6f61,
1594830939196520184,-17.0,-64.0,958.0,-0.25,0.125,0.0625,-22.875,32.0625,-54.1875,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.75,
1594830939209607352,-16.0,-66.0,950.0,-0.125,-0.125,0.125,-22.875,32.0625,-54.1875,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.75,
1594830939222861633,-15.0,-62.0,954.0,0.1875,0.0,0.0625,-22.875,32.0625,-54.1875,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.75,
1594830939236025794,-15.0,-64.0,955.0,-0.125,-0.125,0.0625,-22.5625,31.375,-54.1875,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.75,
1594830939251546350,-15.0,-65.0,952.0,0.0,-0.25,0.0625,-22.5625,31.375,-54.1875,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.75,
1594830939267177938,-17.0,-65.0,952.0,-0.0625,-0.125,0.0625,-22.5625,31.375,-54.1875,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.75,
1594830939287555765,-15.0,-63.0,955.0,0.0,-0.125,0.0625,-23.5625,31.375,-54.875,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.75,
1594830939307200711,-17.0,-63.0,953.0,0.0,-0.25,0.125,-23.5625,31.375,-54.875,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.75,
1594830939324588528,-14.0,-62.0,952.0,-0.1875,0.0625,0.0,-23.5625,31.375,-54.875,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.75,
1594830939339369639,-16.0,-66.0,953.0,0.0,-0.1875,0.125,-22.5625,32.375,-54.0625,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.75,
1594830939352422640,-15.0,-63.0,954.0,0.0,-0.1875,0.0,-22.5625,32.375,-54.0625,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.75,
1594830939365712797,-16.0,-66.0,953.0,-0.0625,-0.125,-0.0625,-22.5625,32.375,-54.0625,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.75,
1594830939379318413,-15.0,-66.0,952.0,0.0,0.125,0.0625,-22.875,32.75,-54.875,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.75,
1594830939394091014,-16.0,-63.0,955.0,0.0,-0.3125,0.0,-22.875,32.75,-54.875,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.75,
1594830939408948170,-16.0,-65.0,955.0,0.0625,-0.25,0.0,-22.875,32.75,-54.875,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.75,
1594830939424372577,-15.0,-64.0,954.0,0.125,-0.0625,0.0,-22.875,32.75,-54.875,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.75,
1594830939438892889,-16.0,-63.0,959.0,0.125,0.3125,0.0,-23.25,32.75,-54.5625,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.75,
1594830939453553798,-16.0,-63.0,952.0,-0.0625,0.0625,0.0625,-23.25,32.75,-54.5625,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.75,
1594830939467889060,-16.0,-64.0,954.0,0.0,-0.0625,0.0625,-23.25,32.75,-54.5625,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.75,
1594830939480778305,-14.0,-64.0,956.0,0.0625,0.1875,-0.0625,-22.875,31.6875,-54.875,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.75,
1594830939493685827,-15.0,-66.0,955.0,0.0625,0.0625,0.0,-22.875,31.6875,-54.875,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.75,
1594830939507762109,-17.0,-65.0,954.0,0.0625,-0.1875,0.0,-22.875,31.6875,-54.875,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.75,
1594830939520342312,-16.0,-67.0,954.0,-0.125,0.0,0.0,-22.875,31.6875,-54.875,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.75,
1594830939533112395,-15.0,-67.0,950.0,0.0,-0.0625,0.0,-23.25,32.75,-54.5625,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.75,
1594830939546039286,-15.0,-67.0,956.0,0.1875,-0.1875,0.1875,-23.25,32.75,-54.5625,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.75,
1594830939559125055,-16.0,-61.0,953.0,0.0,0.125,0.0,-23.25,32.75,-54.5625,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.75,
1594830939572075189,-16.0,-64.0,955.0,0.1875,-0.125,-0.0625,-23.25,32.75,-54.5625,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.75,
1594830939586838365,-17.0,-64.0,951.0,0.125,-0.375,0.0625,-22.5625,32.75,-55.375,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.75,
1594830939599903270,-17.0,-64.0,955.0,0.1875,0.125,0.0,-22.5625,32.75,-55.375,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.75,
1594830939612698214,-17.0,-64.0,953.0,0.0625,-0.125,0.125,-22.5625,32.75,-55.375,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.75,
1594830939631944142,-15.0,-64.0,953.0,0.0625,-0.1875,-0.0625,-23.25,31.6875,-54.0625,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.75,
1594830939647105760,-14.0,-65.0,955.0,0.0625,-0.0625,0.0625,-23.25,31.6875,-54.0625,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.0,
1594830939666589806,-16.0,-63.0,953.0,0.0625,-0.0625,0.0,-23.25,31.6875,-54.0625,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.0,
1594830939683794686,-17.0,-63.0,954.0,0.1875,0.0625,0.125,-22.5625,32.0625,-54.5625,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.0,
1594830939698360438,-15.0,-64.0,955.0,0.1875,0.0,0.0,-22.5625,32.0625,-54.5625,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.0,
1594830939712111411,-16.0,-63.0,950.0,-0.0625,-0.125,0.0625,-22.5625,32.0625,-54.5625,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.0,
1594830939725402654,-16.0,-62.0,952.0,-0.0625,0.0,0.125,-22.5625,32.0625,-54.5625,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.0,
1594830939738843555,-18.0,-64.0,955.0,0.0625,-0.0625,0.0625,-23.5625,32.375,-55.0,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.0,
1594830939752653022,-14.0,-65.0,955.0,-0.1875,0.0625,0.0625,-23.5625,32.375,-55.0,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.0,
1594830939767217349,-14.0,-66.0,956.0,-0.1875,0.0625,0.0,-23.5625,32.375,-55.0,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.0,
1594830939781830828,-15.0,-66.0,952.0,0.125,-0.0625,0.0625,-23.5625,31.375,-55.75,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.0,
1594830939796121751,-14.0,-66.0,952.0,0.125,0.0625,0.0625,-23.5625,31.375,-55.75,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.0,
1594830939810048472,-15.0,-65.0,948.0,-0.1875,-0.125,0.125,-23.5625,31.375,-55.75,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.0,
1594830939823101414,-15.0,-67.0,953.0,-0.0625,0.0,0.0,-23.5625,31.375,-55.75,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.0,
1594830939837874349,-16.0,-64.0,954.0,-0.125,0.0625,0.0,-22.875,32.375,-54.0625,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.0,
1594830939852020884,-15.0,-64.0,955.0,0.125,0.125,0.0625,-22.875,32.375,-54.0625,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.0,
1594830939865942686,-13.0,-64.0,952.0,-0.0625,0.125,0.0,-22.875,32.375,-54.0625,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.0,
1594830939880614530,-17.0,-62.0,952.0,0.0,0.0,0.0625,-22.875,32.375,-55.75,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.0,
1594830939894165453,-15.0,-63.0,954.0,0.0625,0.375,0.0625,-22.875,32.375,-55.75,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.0,
1594830939913454964,-14.0,-66.0,954.0,0.0,0.0,0.0625,-22.875,32.375,-55.75,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.0,
1594830939929305976,-15.0,-66.0,955.0,0.0625,-0.0625,-0.0625,-23.5625,32.375,-55.375,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.0,
1594830939943384997,-14.0,-67.0,951.0,-0.125,0.0625,0.0,-23.5625,32.375,-55.375,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.0,
1594830939957053626,-16.0,-65.0,953.0,-0.1875,0.25,0.0,-23.5625,32.375,-55.375,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.0,
1594830939971034350,-17.0,-64.0,951.0,-0.0625,0.0,-0.0625,-23.5625,32.375,-55.375,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.0,
1594830939984585716,-16.0,-66.0,956.0,0.0625,-0.0625,0.0625,-23.5625,32.0625,-54.875,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.0,
1594830939998576154,-16.0,-66.0,956.0,-0.0625,0.0,0.125,-23.5625,32.0625,-54.875,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.0,
1594830940013286166,-16.0,-64.0,953.0,0.0625,0.0,0.0625,-23.5625,32.0625,-54.875,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.0,
1594830940033187098,-14.0,-67.0,950.0,0.125,0.0,-0.0625,-22.5625,32.375,-54.0625,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.5,
1594830940048031043,-15.0,-65.0,955.0,-0.0625,0.0,0.0625,-22.5625,32.375,-54.0625,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.5,
1594830940061947072,-17.0,-62.0,953.0,0.0625,0.0,0.0,-22.5625,32.375,-54.0625,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.5,
1594830940076037040,-15.0,-64.0,952.0,-0.0625,0.125,0.0,-22.5625,32.375,-54.0625,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.5,
1594830940092041647,-14.0,-64.0,954.0,-0.125,0.0,0.0625,-23.25,32.0625,-55.0,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.5,
1594830940111014771,-15.0,-67.0,953.0,-0.125,-0.1875,-0.0625,-23.25,32.0625,-55.0,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.5,
1594830940130069758,-17.0,-63.0,954.0,-0.1875,-0.0625,0.0625,-24.0,32.75,-54.5625,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.5,
1594830940146957466,-16.0,-65.0,952.0,0.125,0.125,0.0625,-24.0,32.75,-54.5625,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.5,
1594830940162750164,-16.0,-66.0,953.0,-0.125,0.4375,0.0625,-24.0,32.75,-54.5625,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.5,
1594830940177590764,-15.0,-66.0,954.0,-0.0625,-0.0625,0.0,-24.0,32.75,-54.5625,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.5,
1594830940193238307,-16.0,-65.0,955.0,0.0,0.0625,0.0625,-23.25,32.375,-54.1875,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.5,
1594830940208327438,-14.0,-64.0,952.0,0.0,0.0,-0.0625,-23.25,32.375,-54.1875,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.5,
1594830940223857216,-16.0,-65.0,952.0,-0.0625,-0.0625,0.0625,-23.25,32.375,-54.1875,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.5,
1594830940239549636,-14.0,-63.0,957.0,0.0,-0.0625,-0.0625,-23.5625,33.1875,-53.75,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.5,
1594830940254741962,-13.0,-63.0,954.0,-0.0625,-0.0625,0.0625,-23.5625,33.1875,-53.75,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.5,
1594830940269853370,-15.0,-65.0,954.0,0.125,0.125,-0.0625,-23.5625,33.1875,-53.75,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.5,
1594830940285135728,-16.0,-65.0,957.0,0.0625,-0.1875,0.0625,-23.5625,33.1875,-53.75,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.5,
1594830940300556579,-15.0,-66.0,955.0,-0.0625,0.0,0.0625,-22.875,31.6875,-54.1875,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.5,
1594830940315951471,-16.0,-66.0,952.0,0.0,0.125,0.0625,-22.875,31.6875,-54.1875,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.5,
1594830940330307927,-16.0,-66.0,955.0,-0.0625,-0.0625,0.0625,-22.875,31.6875,-54.1875,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.5,
1594830940345264554,-18.0,-65.0,957.0,0.125,-0.0625,0.0,-22.875,31.375,-53.75,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.5,
1594830940363056075,-15.0,-66.0,953.0,0.125,0.0,0.0625,-22.875,31.375,-53.75,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.5,
1594830940383771544,-15.0,-62.0,957.0,0.0,0.0625,0.0,-22.875,31.375,-53.75,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101731.5,
1594830940402563677,-15.0,-64.0,954.0,-0.0625,0.1875,0.0625,-22.875,31.6875,-55.0,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.25,
1594830940417745190,-15.0,-65.0,950.0,-0.0625,0.125,0.0,-22.875,31.6875,-55.0,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.25,
1594830940433159782,-15.0,-64.0,955.0,0.0625,0.0625,0.0,-22.875,31.6875,-55.0,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.25,
1594830940450152807,-16.0,-63.0,957.0,0.125,-0.125,0.0625,-22.875,32.375,-54.1875,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.25,
1594830940465664158,-15.0,-63.0,949.0,0.1875,0.0,0.0,-22.875,32.375,-54.1875,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.25,
1594830940481407202,-14.0,-63.0,954.0,-0.0625,-0.25,0.125,-22.875,32.375,-54.1875,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.25,
1594830940496007613,-15.0,-63.0,955.0,0.0,-0.1875,0.0625,-24.0,32.75,-54.5625,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.25,
1594830940510530052,-15.0,-63.0,953.0,-0.125,0.1875,0.0625,-24.0,32.75,-54.5625,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.25,
1594830940525704232,-13.0,-64.0,952.0,0.0,-0.3125,0.125,-24.0,32.75,-54.5625,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.25,
1594830940539920726,-16.0,-65.0,956.0,0.125,0.0,0.0625,-23.5625,32.75,-52.875,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.25,
1594830940554041632,-15.0,-66.0,954.0,-0.0625,0.0625,0.0,-23.5625,32.75,-52.875,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.25,
1594830940570474693,-17.0,-65.0,954.0,0.0625,0.0625,0.0625,-23.5625,32.75,-52.875,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.25,
1594830940586089823,-17.0,-65.0,953.0,-0.0625,-0.0625,0.0625,-23.5625,32.75,-52.875,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.25,
1594830940600312729,-15.0,-62.0,956.0,-0.1875,-0.0625,0.125,-23.25,32.0625,-55.75,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.25,
1594830940615092522,-16.0,-65.0,955.0,0.125,-0.3125,0.0,-23.25,32.0625,-55.75,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.25,
1594830940631111957,-14.0,-63.0,955.0,0.0625,0.0625,0.0625,-23.25,32.0625,-55.75,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.25,
1594830940646774957,-13.0,-65.0,954.0,-0.0625,0.0625,0.125,-23.25,31.6875,-53.75,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.25,
1594830940660555597,-14.0,-65.0,954.0,0.0,0.0,-0.0625,-23.25,31.6875,-53.75,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.25,
1594830940673630614,-16.0,-65.0,952.0,-0.125,0.4375,15.9375,-23.25,31.6875,-53.75,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.25,
1594830940686707416,-15.0,-64.0,957.0,0.0625,0.125,0.0625,-23.25,31.6875,-53.75,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.25,
1594830940700935812,-17.0,-64.0,956.0,0.0,0.0625,0.0,-23.5625,32.0625,-55.375,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.25,
1594830940713795295,-15.0,-66.0,952.0,0.0625,0.1875,-16.0,-23.5625,32.0625,-55.375,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.25,
1594830940727322340,-13.0,-64.0,952.0,-0.0625,-0.0625,-0.125,-23.5625,32.0625,-55.375,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.25,
1594830940739980321,-15.0,-65.0,951.0,-0.0625,0.0,0.0625,-22.875,31.6875,-54.1875,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.25,
1594830940753076508,-14.0,-63.0,955.0,-0.125,0.1875,-0.0625,-22.875,31.6875,-54.1875,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.25,
1594830940766688560,-17.0,-66.0,952.0,-0.1875,-0.1875,0.125,-22.875,31.6875,-54.1875,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.25,
1594830940779924943,-18.0,-65.0,953.0,-0.0625,-0.0625,-0.125,-22.875,31.6875,-54.1875,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101732.25,
1594830940793520008,-15.0,-64.0,956.0,0.1875,-15.8125,-0.125,-23.25,32.375,-55.75,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101730.75,
1594830940806974680,-15.0,-64.0,957.0,0.125,0.1875,-0.0625,-23.25,32.375,-55.75,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101730.75,
1594830940820005643,-18.0,-64.0,955.0,0.0625,0.125,0.0,-23.25,32.375,-55.75,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101730.75,
1594830940833045103,-16.0,-65.0,952.0,0.0625,0.0,0.0,-23.25,32.375,-55.75,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101730.75,
1594830940846633947,-12.0,-65.0,954.0,0.0625,0.0,-0.0625,-22.5625,32.75,-55.375,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101730.75,
1594830940859556935,-15.0,-66.0,956.0,-0.0625,0.0625,-0.0625,-22.5625,32.75,-55.375,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101730.75,
1594830940872636505,-16.0,-64.0,952.0,-0.0625,0.375,-0.125,-22.5625,32.75,-55.375,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101730.75,
1594830940886778429,-15.0,-64.0,957.0,0.0625,0.1875,-0.0625,-23.25,32.375,-55.375,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101730.75,
1594830940899583551,-16.0,-66.0,955.0,-0.0625,0.25,0.0,-23.25,32.375,-55.375,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101730.75,
1594830940913078067,-16.0,-64.0,952.0,0.0,0.375,-0.125,-23.25,32.375,-55.375,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101730.75,
1594830940927989673,-17.0,-64.0,954.0,-0.125,-0.125,0.0,-23.25,32.375,-55.375,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101730.75,
1594830940943030909,-16.0,-63.0,955.0,0.0625,-0.125,0.0,-23.25,31.6875,-54.875,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101730.75,
1594830940964291213,-16.0,-64.0,954.0,0.0625,0.0,0.0,-23.25,31.6875,-54.875,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101730.75,
1594830940980041859,-16.0,-65.0,953.0,-0.0625,0.0625,-0.0625,-23.25,31.6875,-54.875,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101730.75,
1594830941000105329,-16.0,-64.0,956.0,0.0,0.0,0.0625,-24.0,32.0625,-55.0,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101730.75,
1594830941013325595,-17.0,-64.0,951.0,-0.0625,0.0625,-0.0625,-24.0,32.0625,-55.0,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101730.75,
1594830941026562996,-13.0,-65.0,952.0,-0.3125,0.0,-0.0625,-24.0,32.0625,-55.0,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101730.75,
1594830941039436661,-18.0,-64.0,956.0,0.0,0.0,0.0625,-22.5625,32.375,-54.5625,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101730.75,
1594830941052451087,-14.0,-65.0,954.0,0.0,-0.0625,0.0,-22.5625,32.375,-54.5625,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101730.75,
1594830941066507368,-15.0,-65.0,951.0,-0.0625,0.0625,-0.0625,-22.5625,32.375,-54.5625,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101730.75,
1594830941080836808,-17.0,-66.0,953.0,0.0,0.125,-0.0625,-22.5625,32.375,-54.5625,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101730.75,
1594830941095035790,-15.0,-65.0,955.0,0.0,-0.0625,0.0625,-24.0,32.0625,-54.0625,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101730.75,
1594830941109083554,-14.0,-63.0,955.0,-0.25,0.0625,-0.1875,-24.0,32.0625,-54.0625,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101730.75,
1594830941123319647,-13.0,-64.0,953.0,0.125,-0.125,0.0,-24.0,32.0625,-54.0625,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101730.75,
1594830941136945316,-15.0,-63.0,953.0,0.0,0.0,0.0,-24.0,31.6875,-55.375,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101730.75,
1594830941151645071,-17.0,-64.0,954.0,0.0,0.1875,-0.0625,-24.0,31.6875,-55.375,0.9993701013125428,-0.03539969822653444,0.002502392460841227,0.0,101730.75,
