,0x6a5d,0x6a5d,0x6a5d,0x6a5d,0x6a5d,0x6a5d,0x6a26,0x6a26,0x6a26,0x6a26,0x6a26,0x6a26,
Timestamp (ns),Range to 0x6a7b (mm),RSS to 0x6a7b (dB),Range to 0x6a25 (mm),RSS to 0x6a25 (dB),Range to 0x6a26 (mm),RSS to 0x6a26 (dB),Range to 0x6a25 (mm),RSS to 0x6a25 (dB),Range to 0x6a5d (mm),RSS to 0x6a5d (dB),Range to 0x6a7b (mm),RSS to 0x6a7b (dB),
1594785040446673055,1119,-82, , , , ,
1594785040455856277, , ,1198,-86, , ,
1594785040469901129,,,,,,,1292,-85, , , , ,
1594785040478937851,,,,,,, , , , ,1250,-88,
1594785040488480425,1110,-82, , , , ,
1594785040497279370, , ,1212,-86, , ,
1594785040506949722,,,,,,,1301,-85, , , , ,
1594785040514296407,,,,,,, , , , ,1170,-88,
1594785040520630037,1110,-82, , , , ,
1594785040526585870, , ,1193,-85, , ,
1594785040532591592,,,,,,,1301,-85, , , , ,
1594785040538617907,,,,,,, , , , ,1273,-88,
1594785040544889888,1114,-82, , , , ,
1594785040550881111, , ,1146,-86, , ,
1594785040556722981,,,,,,,1292,-85, , , , ,
1594785040562677277,,,,,,, , , , ,1217,-87,
1594785040568923518,1128,-82, , , , ,
1594785040574888351, , ,1221,-86, , ,
1594785040580811129,,,,,,,1292,-85, , , , ,
1594785040586807981,,,,,,, , , , ,1207,-87,
1594785040593161111,1151,-82, , , , ,
1594785040599229444, , ,1207,-86, , ,
1594785040605262759,,,,,,,1306,-85, , , , ,
1594785040611264777,,,,,,, , , , ,1221,-88,
1594785040617525870,1110,-82, , , , ,
1594785040623532148, , ,1198,-87, , ,
1594785040629603240,,,,,,,1301,-85, , , , ,
1594785040635607703,,,,,,, , , , ,1278,-87,
1594785040641920648,1123,-82, , , , ,
1594785040647856370, , ,1175,-86, , ,
1594785040653815129,,,,,,,1282,-84, , , , ,
1594785040659867851,,,,,,, , , , ,1259,-87,
1594785040666251296,1105,-82, , , , ,
1594785040672360129, , ,1179,-86, , ,
1594785040678373407,,,,,,,1287,-85, , , , ,
1594785040684335499,,,,,,, , , , ,1189,-87,
1594785040690614314,1110,-82, , , , ,
1594785040696604870, , ,1193,-83, , ,
1594785040702613092,,,,,,,1311,-85, , , , ,
1594785040708620703,,,,,,, , , , ,1175,-87,
1594785040714868277,1123,-82, , , , ,
1594785040720805296, , ,1170,-85, , ,
1594785040726784740,,,,,,,1297,-86, , , , ,
1594785040732815388,,,,,,, , , , ,1212,-88,
1594785040739161259,1114,-82, , , , ,
1594785040745251222, , ,1189,-86, , ,
1594785040751258536,,,,,,,1259,-85, , , , ,
1594785040757247351,,,,,,, , , , ,1236,-88,
1594785040763555499,1114,-82, , , , ,
1594785040769623462, , ,1179,-85, , ,
1594785040775621407,,,,,,,1292,-85, , , , ,
1594785040781596240,,,,,,, , , , ,1245,-87,
1594785040787843222,1123,-82, , , , ,
1594785040793809851, , ,1165,-86, , ,
1594785040799793610,,,,,,,1287,-85, , , , ,
1594785040805819462,,,,,,, , , , ,1264,-87,
1594785040812164481,1114,-82, , , , ,
1594785040818283203, , ,1193,-86, , ,
1594785040824296018,,,,,,,1311,-85, , , , ,
1594785040830295370,,,,,,, , , , ,1240,-88,
