,0x6a26,0x6a26,0x6a26,0x6a5d,0x6a5d,0x6a5d,
Timestamp (ns),Pos_x (mm), Pos_y (mm), Pos_z (mm),Pos_x (mm), Pos_y (mm), Pos_z (mm),
1594657960981574108,106.0,468.0,176.0,
1594657961013713553,,,,1682.0,527.0,95.0,
1594657961044044497,98.0,432.0,163.0,
1594657961074686238,,,,1692.0,497.0,90.0,
1594657961102363016,47.0,433.0,214.0,
1594657961131733534,,,,1697.0,541.0,114.0,
1594657961159723164,56.0,426.0,258.0,
1594657961187318608,,,,1700.0,504.0,115.0,
1594657961215341979,70.0,443.0,158.0,
1594657961244885775,,,,1707.0,552.0,126.0,
1594657961272599293,48.0,466.0,171.0,
1594657961302684108,,,,1722.0,500.0,102.0,
1594657961330631423,51.0,442.0,223.0,
1594657961357768386,,,,1657.0,522.0,121.0,
1594657961385137071,88.0,440.0,163.0,
1594657961414474645,,,,1698.0,523.0,104.0,
1594657961442428182,54.0,441.0,209.0,
1594657961471281164,,,,1691.0,537.0,95.0,
1594657961498780701,85.0,444.0,180.0,
1594657961526555626,,,,1700.0,536.0,51.0,
1594657961553683015,94.0,461.0,116.0,
1594657961582706034,,,,1692.0,553.0,124.0,
1594657961610609219,110.0,449.0,116.0,
1594657961637586923,,,,1689.0,547.0,127.0,
1594657961665146460,96.0,460.0,140.0,
1594657961691793589,,,,1685.0,515.0,78.0,
1594657961718700312,100.0,442.0,134.0,
1594657961745747330,,,,1658.0,510.0,129.0,
1594657961773203404,60.0,443.0,146.0,
1594657961801217774,,,,1675.0,513.0,158.0,
1594657961831085367,56.0,445.0,166.0,
1594657961860104793,,,,1686.0,524.0,98.0,
1594657961890183571,110.0,448.0,145.0,
1594657961917465774,,,,1687.0,510.0,151.0,
1594657961944945404,77.0,458.0,150.0,
1594657961972178089,,,,1721.0,523.0,97.0,
1594657961999524571,92.0,472.0,170.0,
1594657962026831015,,,,1664.0,512.0,101.0,
1594657962053917885,99.0,451.0,163.0,
1594657962087291145,,,,1703.0,544.0,121.0,
1594657962114307867,63.0,439.0,194.0,
1594657962142094756,,,,1713.0,546.0,74.0,
1594657962170529608,79.0,453.0,138.0,
1594657962198396385,,,,1687.0,512.0,138.0,
1594657962226623348,60.0,448.0,170.0,
1594657962253764293,,,,1679.0,530.0,138.0,
1594657962282890385,73.0,436.0,170.0,
1594657962312140404,,,,1705.0,522.0,117.0,
1594657962340543515,85.0,458.0,120.0,
1594657962368023070,,,,1677.0,542.0,169.0,
1594657962395466422,90.0,470.0,152.0,
1594657962422513774,,,,1717.0,501.0,96.0,
1594657962450821181,56.0,418.0,186.0,
1594657962477987830,,,,1715.0,546.0,111.0,
1594657962506062681,69.0,448.0,190.0,
1594657962533150107,,,,1708.0,542.0,106.0,
1594657962561907311,79.0,445.0,164.0,
1594657962593452459,,,,1682.0,534.0,109.0,
1594657962626319552,81.0,446.0,143.0,
1594657962658876163,,,,1707.0,516.0,131.0,
1594657962691428959,78.0,447.0,164.0,
1594657962719964922,,,,1686.0,528.0,133.0,
1594657962748667404,74.0,445.0,155.0,
1594657962777186552,,,,1664.0,538.0,173.0,
1594657962806624589,89.0,434.0,176.0,
1594657962837218737,,,,1674.0,543.0,130.0,
1594657962865884829,92.0,438.0,142.0,
1594657962896464163,,,,1690.0,510.0,106.0,
1594657962924739570,98.0,433.0,179.0,
1594657962953102440,,,,1699.0,521.0,107.0,
1594657962982192163,113.0,427.0,150.0,
1594657963011024681,,,,1659.0,513.0,119.0,
1594657963039586700,141.0,456.0,108.0,
1594657963068601903,,,,1677.0,507.0,185.0,
1594657963097650144,90.0,453.0,123.0,
1594657963127469644,,,,1670.0,535.0,149.0,
1594657963156160607,76.0,459.0,128.0,
1594657963184844588,,,,1689.0,518.0,133.0,
1594657963214408329,101.0,457.0,143.0,
1594657963243328700,,,,1654.0,518.0,184.0,
1594657963272445644,55.0,434.0,166.0,
1594657963302430199,,,,1694.0,526.0,132.0,
1594657963331549348,128.0,457.0,196.0,
1594657963360420125,,,,1661.0,507.0,135.0,
1594657963388741570,99.0,478.0,101.0,
1594657963416619514,,,,1708.0,530.0,101.0,
1594657963446085811,87.0,432.0,168.0,
1594657963475562236,,,,1687.0,511.0,123.0,
1594657963503665181,101.0,447.0,127.0,
1594657963533294236,,,,1709.0,526.0,86.0,
1594657963563358903,86.0,441.0,154.0,
1594657963593522070,,,,1659.0,509.0,109.0,
1594657963622622588,56.0,441.0,197.0,
1594657963654109810,,,,1676.0,524.0,180.0,
1594657963683629107,92.0,466.0,168.0,
1594657963714125588,,,,1634.0,516.0,186.0,
1594657963744123014,77.0,460.0,132.0,
1594657963772855477,,,,1682.0,501.0,127.0,
1594657963801506995,77.0,444.0,203.0,
1594657963828888588,,,,1674.0,532.0,160.0,
1594657963856553181,55.0,420.0,167.0,
1594657963885475607,,,,1687.0,525.0,160.0,
1594657963912716088,83.0,433.0,199.0,
1594657963944301051,,,,1703.0,540.0,99.0,
1594657963974904866,95.0,395.0,214.0,
1594657964007891181,,,,1667.0,517.0,140.0,
1594657964038311366,83.0,453.0,206.0,
1594657964068823032,,,,1694.0,526.0,112.0,
1594657964097229329,112.0,455.0,101.0,
1594657964127812255,,,,1684.0,527.0,108.0,
1594657964156821495,87.0,447.0,160.0,
1594657964186544069,,,,1699.0,535.0,123.0,
1594657964216145625,122.0,451.0,164.0,
1594657964244960236,,,,1692.0,542.0,144.0,
1594657964277425254,77.0,446.0,124.0,
1594657964305942106,,,,1683.0,544.0,116.0,
1594657964336683273,53.0,428.0,180.0,
1594657964365552847,,,,1657.0,506.0,129.0,
1594657964396867403,103.0,450.0,104.0,
1594657964425474995,,,,1685.0,509.0,134.0,
1594657964456199477,119.0,451.0,68.0,
1594657964484579625,,,,1726.0,524.0,114.0,
1594657964514989588,72.0,440.0,157.0,
1594657964543834328,,,,1687.0,520.0,145.0,
1594657964574309477,58.0,434.0,225.0,
1594657964603070051,,,,1688.0,513.0,121.0,
1594657964634410514,118.0,463.0,135.0,
1594657964664215199,,,,1690.0,525.0,113.0,
1594657964695349939,100.0,447.0,154.0,
1594657964725899662,,,,1677.0,521.0,105.0,
1594657964757654532,68.0,435.0,119.0,
1594657964786581680,,,,1694.0,521.0,150.0,
1594657964816321810,75.0,455.0,167.0,
1594657964847762569,,,,1675.0,524.0,96.0,
1594657964876916495,94.0,436.0,161.0,
1594657964908107291,,,,1669.0,517.0,142.0,
1594657964938978106,91.0,428.0,132.0,
1594657964969042495,,,,1686.0,528.0,145.0,
1594657964998004198,110.0,442.0,146.0,
1594657965029206421,,,,1719.0,562.0,129.0,
1594657965060393902,39.0,443.0,202.0,
1594657965089881532,,,,1684.0,518.0,77.0,
1594657965119831810,131.0,460.0,119.0,
1594657965147977772,,,,1714.0,512.0,131.0,
1594657965176631309,97.0,458.0,153.0,
1594657965206553421,,,,1651.0,529.0,108.0,
1594657965236971198,70.0,432.0,158.0,
1594657965266393476,,,,1687.0,508.0,109.0,
1594657965297775921,85.0,474.0,67.0,
1594657965326448050,,,,1670.0,517.0,110.0,
1594657965356111772,87.0,469.0,131.0,
1594657965398711495,,,,1684.0,528.0,99.0,
1594657965430343995,94.0,465.0,160.0,
1594657965462184661,,,,1695.0,553.0,129.0,
1594657965493372569,109.0,447.0,135.0,
1594657965524212420,,,,1703.0,507.0,99.0,
1594657965553972420,118.0,484.0,94.0,
1594657965585055550,,,,1689.0,525.0,147.0,
1594657965616092217,90.0,448.0,178.0,
1594657965646274439,,,,1680.0,522.0,153.0,
1594657965678861439,78.0,439.0,163.0,
1594657965709698254,,,,1700.0,535.0,119.0,
1594657965739238920,89.0,457.0,126.0,
1594657965770733717,,,,1717.0,540.0,81.0,
1594657965803152828,80.0,448.0,165.0,
1594657965834666161,,,,1667.0,528.0,123.0,
1594657965866465957,105.0,456.0,116.0,
1594657965898013383,,,,1678.0,504.0,113.0,
1594657965929055568,64.0,445.0,139.0,
1594657965959177013,,,,1687.0,522.0,108.0,
1594657965991613865,104.0,450.0,158.0,
1594657966022847679,,,,1701.0,516.0,106.0,
1594657966053772735,84.0,453.0,151.0,
1594657966084584605,,,,1709.0,505.0,66.0,
1594657966115113327,125.0,453.0,77.0,
1594657966145736883,,,,1704.0,517.0,89.0,
1594657966178106161,151.0,485.0,87.0,
1594657966206860068,,,,1689.0,510.0,115.0,
1594657966238925772,93.0,437.0,193.0,
1594657966269113772,,,,1705.0,519.0,114.0,
1594657966298685013,109.0,453.0,107.0,
1594657966329522401,,,,1668.0,496.0,78.0,
1594657966359311975,90.0,441.0,138.0,
1594657966389837049,,,,1662.0,504.0,133.0,
1594657966420068587,89.0,467.0,131.0,
1594657966449626105,,,,1686.0,523.0,136.0,
1594657966478741883,122.0,445.0,98.0,
1594657966507907661,,,,1703.0,523.0,135.0,
1594657966536892068,108.0,465.0,97.0,
1594657966567828327,,,,1677.0,529.0,144.0,
1594657966597735327,57.0,449.0,201.0,
1594657966629134642,,,,1693.0,532.0,139.0,
1594657966659168068,82.0,438.0,146.0,
1594657966687590679,,,,1718.0,518.0,84.0,
1594657966717367012,202.0,498.0,-7.0,
1594657966747756920,,,,1679.0,535.0,121.0,
1594657966779682401,92.0,446.0,113.0,
1594657966808702383,,,,1705.0,512.0,133.0,
1594657966839977920,95.0,452.0,113.0,
1594657966868796123,,,,1693.0,536.0,125.0,
1594657966898250642,110.0,432.0,113.0,
1594657966929298845,,,,1676.0,521.0,124.0,
1594657966960907586,82.0,449.0,163.0,
1594657966991673938,,,,1689.0,516.0,128.0,
1594657967022219568,70.0,456.0,102.0,
1594657967051057957,,,,1719.0,528.0,113.0,
1594657967082757271,113.0,445.0,121.0,
1594657967110854734,,,,1690.0,524.0,131.0,
1594657967140261586,85.0,464.0,117.0,
1594657967169042623,,,,1675.0,509.0,98.0,
1594657967198640438,78.0,468.0,146.0,
1594657967226623216,,,,1698.0,537.0,142.0,
1594657967258356160,91.0,434.0,158.0,
1594657967289749642,,,,1689.0,532.0,121.0,
1594657967321753938,78.0,438.0,163.0,
1594657967351075623,,,,1684.0,525.0,130.0,
1594657967382049456,72.0,435.0,159.0,
1594657967410786419,,,,1679.0,501.0,85.0,
1594657967441871271,60.0,427.0,177.0,
1594657967472174808,,,,1679.0,495.0,106.0,
1594657967500536234,107.0,436.0,146.0,
1594657967532765975,,,,1710.0,518.0,114.0,
1594657967561027253,106.0,439.0,131.0,
1594657967592000530,,,,1682.0,536.0,127.0,
1594657967621388030,104.0,445.0,159.0,
1594657967652031660,,,,1677.0,530.0,127.0,
1594657967684405252,76.0,480.0,125.0,
1594657967715189993,,,,1667.0,516.0,134.0,
1594657967746766345,92.0,460.0,122.0,
1594657967777886382,,,,1691.0,528.0,99.0,
1594657967808508789,123.0,462.0,103.0,
1594657967839428271,,,,1677.0,517.0,137.0,
1594657967869506234,115.0,448.0,172.0,
1594657967900309530,,,,1664.0,521.0,133.0,
1594657967931825808,77.0,443.0,100.0,
1594657967960830493,,,,1662.0,508.0,121.0,
1594657967989598345,92.0,465.0,138.0,
1594657968018924456,,,,1670.0,529.0,138.0,
1594657968050028845,87.0,454.0,173.0,
1594657968082412808,,,,1724.0,539.0,104.0,
1594657968112144678,179.0,459.0,37.0,
