,0x6a26,0x6a26,0x6a26,0x6a5d,0x6a5d,0x6a5d,
Timestamp (ns),Pos_x (mm), Pos_y (mm), Pos_z (mm),Pos_x (mm), Pos_y (mm), Pos_z (mm),
1594656655667508831,507.0,399.0,74.0,
1594656655699132997,,,,2150.0,452.0,58.0,
1594656655732621238,515.0,407.0,93.0,
1594656655761679497,,,,2129.0,433.0,83.0,
1594656655792606016,518.0,397.0,84.0,
1594656655820147534,,,,2119.0,468.0,78.0,
1594656655848802108,540.0,367.0,78.0,
1594656655875125220,,,,2130.0,453.0,101.0,
1594656655904746460,484.0,395.0,139.0,
1594656655931873108,,,,2132.0,458.0,71.0,
1594656655960385071,556.0,426.0,82.0,
1594656655987844960,,,,2150.0,445.0,57.0,
1594656656015138534,538.0,410.0,78.0,
1594656656045159108,,,,2133.0,441.0,93.0,
1594656656073973368,528.0,398.0,45.0,
1594656656100101164,,,,2123.0,452.0,75.0,
1594656656129618108,506.0,382.0,59.0,
1594656656156769034,,,,2148.0,441.0,79.0,
1594656656185649571,547.0,372.0,65.0,
1594656656214601923,,,,2151.0,450.0,51.0,
1594656656242055664,522.0,384.0,121.0,
1594656656269114664,,,,2136.0,413.0,67.0,
1594656656298578201,527.0,425.0,82.0,
1594656656325739145,,,,2129.0,454.0,32.0,
1594656656355383941,512.0,404.0,123.0,
1594656656383972867,,,,2125.0,455.0,95.0,
1594656656410943201,518.0,415.0,74.0,
1594656656438526886,,,,2127.0,454.0,94.0,
1594656656465668034,564.0,404.0,64.0,
1594656656494092571,,,,2125.0,468.0,78.0,
1594656656526676701,506.0,366.0,107.0,
1594656656559917275,,,,2110.0,444.0,98.0,
1594656656594625664,517.0,393.0,91.0,
1594656656620548293,,,,2157.0,465.0,75.0,
1594656656648065497,531.0,396.0,66.0,
1594656656676576997,,,,2141.0,484.0,84.0,
1594656656704598256,530.0,379.0,77.0,
1594656656732609626,,,,2132.0,473.0,75.0,
1594656656760641497,562.0,371.0,41.0,
1594656656787831219,,,,2130.0,481.0,110.0,
1594656656815004404,502.0,372.0,72.0,
1594656656842265237,,,,2138.0,426.0,19.0,
1594656656870205719,494.0,386.0,95.0,
1594656656897451330,,,,2118.0,465.0,115.0,
1594656656926026515,574.0,424.0,64.0,
1594656656956255367,,,,2149.0,457.0,59.0,
1594656656983999737,552.0,391.0,66.0,
1594656657011986793,,,,2154.0,459.0,81.0,
1594656657040373534,494.0,380.0,89.0,
1594656657068259015,,,,2092.0,439.0,115.0,
1594656657095646811,540.0,413.0,58.0,
