,0x6a26,0x6a26,0x6a26,0x6a5d,0x6a5d,0x6a5d,
Timestamp (ns),Pos_x (mm), Pos_y (mm), Pos_z (mm),Pos_x (mm), Pos_y (mm), Pos_z (mm),
1594657532692717678,287.0,179.0,72.0,
1594657532731886382,,,,2022.0,407.0,28.0,
1594657532763127493,309.0,186.0,40.0,
1594657532793947678,,,,2065.0,372.0,3.0,
1594657532825412567,320.0,198.0,35.0,
1594657532856180549,,,,1983.0,378.0,60.0,
1594657532886945012,315.0,209.0,4.0,
1594657532916788549,,,,2013.0,376.0,4.0,
1594657532947357734,298.0,188.0,41.0,
1594657532978105104,,,,2027.0,372.0,12.0,
1594657533009575623,308.0,180.0,26.0,
1594657533040205104,,,,2045.0,340.0,-22.0,
1594657533072579549,287.0,191.0,49.0,
1594657533104823623,,,,2068.0,360.0,-29.0,
1594657533135482437,316.0,214.0,43.0,
1594657533166222771,,,,2072.0,423.0,-35.0,
1594657533197642567,334.0,187.0,35.0,
1594657533227770622,,,,2043.0,400.0,1.0,
1594657533258165474,310.0,189.0,4.0,
1594657533288397956,,,,2001.0,334.0,40.0,
1594657533320496067,310.0,195.0,36.0,
1594657533350237122,,,,2046.0,402.0,-6.0,
1594657533381894900,320.0,191.0,37.0,
1594657533414878845,,,,2025.0,372.0,24.0,
1594657533445615752,321.0,214.0,18.0,
1594657533476709511,,,,2033.0,389.0,3.0,
1594657533507868437,305.0,203.0,46.0,
1594657533538816326,,,,2059.0,386.0,-26.0,
1594657533571267196,311.0,186.0,3.0,
1594657533604043789,,,,2059.0,422.0,10.0,
1594657533635790030,320.0,172.0,60.0,
1594657533664392844,,,,2003.0,370.0,6.0,
1594657533695911437,287.0,186.0,101.0,
1594657533725882881,,,,2020.0,364.0,7.0,
1594657533757887104,306.0,219.0,15.0,
1594657533788526585,,,,2040.0,364.0,15.0,
1594657533822109585,328.0,185.0,24.0,
1594657533852510011,,,,2046.0,396.0,7.0,
1594657533883523992,307.0,177.0,47.0,
1594657533913922085,,,,2027.0,389.0,-18.0,
1594657533945131381,310.0,192.0,20.0,
1594657533975591622,,,,2029.0,371.0,10.0,
1594657534006294770,343.0,203.0,19.0,
1594657534035584233,,,,1994.0,358.0,20.0,
1594657534066449178,324.0,196.0,44.0,
1594657534096917418,,,,2049.0,361.0,-29.0,
1594657534128166603,289.0,199.0,62.0,
1594657534158404048,,,,2026.0,393.0,1.0,
1594657534191379418,268.0,159.0,63.0,
1594657534223556881,,,,2044.0,388.0,-22.0,
1594657534254329437,336.0,207.0,25.0,
1594657534285313900,,,,2024.0,370.0,20.0,
1594657534316174103,288.0,178.0,89.0,
1594657534347633140,,,,2039.0,392.0,25.0,
1594657534378360140,302.0,185.0,33.0,
1594657534409858307,,,,2082.0,449.0,-40.0,
1594657534442217511,323.0,175.0,43.0,
1594657534475186140,,,,2074.0,371.0,-13.0,
1594657534507489955,284.0,180.0,127.0,
1594657534536707825,,,,2014.0,358.0,-2.0,
1594657534567912770,346.0,205.0,15.0,
1594657534599408492,,,,2050.0,368.0,-18.0,
1594657534632575640,304.0,203.0,42.0,
1594657534664332973,,,,2035.0,394.0,4.0,
1594657534696209473,347.0,190.0,1.0,
1594657534727591010,,,,1979.0,383.0,34.0,
1594657534758950807,288.0,191.0,79.0,
1594657534788846566,,,,2025.0,370.0,21.0,
1594657534821718436,340.0,214.0,-27.0,
1594657534850980325,,,,2021.0,386.0,29.0,
1594657534880060640,282.0,193.0,52.0,
1594657534914717973,,,,2047.0,372.0,0.0,
1594657534945032214,303.0,205.0,34.0,
1594657534973900084,,,,2036.0,364.0,-3.0,
1594657535002199121,314.0,200.0,15.0,
1594657535030693992,,,,2026.0,386.0,15.0,
1594657535061635640,338.0,196.0,30.0,
1594657535091443288,,,,2040.0,381.0,-3.0,
1594657535120597381,303.0,198.0,82.0,
1594657535149837103,,,,2018.0,385.0,0.0,
1594657535180926936,299.0,201.0,90.0,
1594657535207772140,,,,2009.0,381.0,5.0,
1594657535235086140,302.0,174.0,19.0,
1594657535262231269,,,,2030.0,354.0,-6.0,
1594657535292298103,285.0,189.0,68.0,
1594657535322587047,,,,2056.0,375.0,-13.0,
1594657535351384418,333.0,181.0,31.0,
1594657535380630214,,,,2038.0,395.0,-13.0,
1594657535410887936,320.0,191.0,13.0,
1594657535440377492,,,,2050.0,413.0,8.0,
1594657535470021084,311.0,160.0,64.0,
1594657535496869992,,,,2012.0,387.0,7.0,
1594657535525306566,338.0,219.0,-32.0,
1594657535552010195,,,,2051.0,362.0,-12.0,
1594657535585379528,311.0,174.0,20.0,
1594657535617273084,,,,2036.0,359.0,-10.0,
1594657535648520584,282.0,185.0,67.0,
1594657535677952640,,,,2027.0,366.0,22.0,
1594657535705338195,317.0,179.0,36.0,
1594657535734459362,,,,2044.0,371.0,-22.0,
1594657535766156362,325.0,229.0,10.0,
1594657535796106825,,,,2041.0,405.0,-10.0,
1594657535827891825,298.0,180.0,83.0,
1594657535855053288,,,,2053.0,389.0,-49.0,
1594657535883128121,288.0,172.0,22.0,
1594657535914431288,,,,2074.0,394.0,-13.0,
1594657535944992176,304.0,193.0,32.0,
1594657535973378621,,,,2039.0,384.0,-3.0,
1594657536001838195,318.0,195.0,16.0,
1594657536029004750,,,,2036.0,377.0,-20.0,
1594657536060381269,318.0,204.0,13.0,
1594657536089784306,,,,2025.0,406.0,-16.0,
1594657536120421306,318.0,184.0,38.0,
1594657536148526343,,,,2024.0,368.0,-6.0,
1594657536178344713,267.0,183.0,106.0,
1594657536209731917,,,,2053.0,387.0,-27.0,
1594657536239398565,303.0,185.0,57.0,
1594657536267571435,,,,2048.0,419.0,20.0,
1594657536297785454,324.0,188.0,49.0,
1594657536324935658,,,,2054.0,460.0,1.0,
1594657536355993917,281.0,217.0,64.0,
1594657536387438584,,,,2011.0,398.0,14.0,
1594657536420441991,271.0,182.0,99.0,
1594657536452366621,,,,2028.0,387.0,36.0,
1594657536487792435,281.0,182.0,55.0,
1594657536520154269,,,,2031.0,363.0,-6.0,
1594657536554342621,310.0,193.0,37.0,
1594657536585781120,,,,2044.0,359.0,-31.0,
1594657536618834343,288.0,199.0,49.0,
1594657536650063491,,,,2016.0,383.0,54.0,
1594657536680751472,327.0,196.0,18.0,
1594657536708878250,,,,2012.0,362.0,14.0,
1594657536740401935,316.0,191.0,21.0,
1594657536769506194,,,,2023.0,364.0,22.0,
1594657536799443620,294.0,174.0,68.0,
1594657536828008250,,,,2013.0,356.0,7.0,
1594657536857166157,307.0,210.0,31.0,
1594657536883411583,,,,2021.0,395.0,2.0,
1594657536913873805,323.0,207.0,26.0,
1594657536943144731,,,,2049.0,387.0,-12.0,
1594657536972347083,317.0,185.0,54.0,
1594657537001257639,,,,2035.0,352.0,11.0,
1594657537029255824,315.0,205.0,37.0,
1594657537058329842,,,,2067.0,396.0,-34.0,
1594657537085510916,304.0,193.0,76.0,
1594657537112682361,,,,2049.0,378.0,0.0,
1594657537141217602,285.0,168.0,79.0,
