,0x6f61,0x6f61,0x6f61,0x6f61,0x6f61,0x6f61,0x6f61,0x6f61,0x6f61,0x6f61,0x6f61,0x6f61,0x6f61,0x6f61,0x6f61,0x6f61,
Timestamp (ns),Accel_x (mg), Accel_y (mg), Accel_z (mg),Gyro_x (deg/s), Gyro_y (deg/s), Gyro_z (deg/s),Mag_x (uT), Mag_y (uT), Mag_z (uT),Quat_w, Quat_x, Quat_y, Quat_z,Pressure (Pa),Range to 0x6a25 (mm),RSS to 0x6a25 (dB),
1594840091671199462,23.0,-64.0,961.0,-0.125,-0.1875,0.0625,24.375,10.1875,-73.0625,0.999258301630135,-0.03259247086919693,-0.020507622119944134,0.00012206917928538175,101668.5,131072,0,
1594840091703464303,24.0,-64.0,959.0,-0.0625,-0.0625,-0.0625,24.375,10.1875,-73.0625,0.999258301630135,-0.03259247086919693,-0.020507622119944134,0.00012206917928538175,101666.25,131072,0,
1594840091735196584,24.0,-60.0,960.0,0.0625,-0.0625,-0.125,24.375,11.25,-72.25,0.999258301630135,-0.03259247086919693,-0.020507622119944134,0.00012206917928538175,101666.25,131072,0,
1594840091768140446,24.0,-63.0,960.0,-0.0625,0.0,0.0,25.0625,11.6875,-72.6875,0.999258301630135,-0.03259247086919693,-0.020507622119944134,0.00012206917928538175,101666.25,131072,0,
1594840091799482668,22.0,-62.0,962.0,0.0,0.0625,0.0,25.0625,11.6875,-72.6875,0.999258301630135,-0.03259247086919693,-0.020507622119944134,0.00012206917928538175,101666.25,131072,0,
1594840091835068653,22.0,-63.0,959.0,-0.0625,0.0,-0.125,25.0625,10.5625,-72.25,0.999258301630135,-0.03259247086919693,-0.020507622119944134,0.00012206917928538175,101666.25,131072,0,
1594840091868269538,24.0,-63.0,961.0,0.0625,0.1875,-0.0625,24.75,10.5625,-71.375,0.999258301630135,-0.03259247086919693,-0.020507622119944134,0.00012206917928538175,101666.25,131072,0,
1594840091901218323,23.0,-62.0,963.0,-0.25,0.25,-0.125,24.75,10.5625,-71.375,0.999258301630135,-0.03259247086919693,-0.020507622119944134,0.00012206917928538175,101666.25,131072,0,
1594840091935023664,23.0,-63.0,957.0,-0.3125,-0.0625,-0.125,25.375,10.875,-71.0625,0.999258301630135,-0.03259247086919693,-0.020507622119944134,0.00012206917928538175,101666.25,131072,0,
1594840091969464738,24.0,-62.0,960.0,0.125,0.0625,-0.0625,24.375,10.875,-73.0625,0.999258301630135,-0.03259247086919693,-0.020507622119944134,0.00012206917928538175,101666.25,131072,0,
1594840092003082210,24.0,-63.0,961.0,0.0625,0.0625,0.0625,24.375,10.875,-73.0625,0.999258301630135,-0.03259247086919693,-0.020507622119944134,0.00012206917928538175,101666.25,131072,0,
1594840092034780842,22.0,-65.0,958.0,0.0,-0.1875,0.0,25.0625,11.6875,-72.25,0.999258301630135,-0.03259247086919693,-0.020507622119944134,0.00012206917928538175,101666.25,131072,0,
1594840092067945895,23.0,-66.0,961.0,-0.0625,-0.25,0.0,25.375,11.25,-71.375,0.999258301630135,-0.03259247086919693,-0.020507622119944134,0.00012206917928538175,101666.25,131072,0,
1594840092100525927,22.0,-63.0,958.0,-0.1875,0.0625,-0.0625,25.375,11.25,-71.375,0.999258301630135,-0.03259247086919693,-0.020507622119944134,0.00012206917928538175,101666.75,131072,0,
1594840092134337534,24.0,-62.0,960.0,0.1875,0.125,-0.125,25.375,11.25,-73.0625,0.999258301630135,-0.03259247086919693,-0.020507622119944134,0.00012206917928538175,101666.75,131072,0,
1594840092170123886,25.0,-63.0,959.0,0.0,0.0,-0.0625,24.75,10.875,-73.0625,0.999258301630135,-0.03259247086919693,-0.020507622119944134,0.00012206917928538175,101666.75,131072,0,
1594840092204791123,22.0,-60.0,961.0,0.125,0.1875,0.0625,24.75,10.875,-73.0625,0.999258301630135,-0.03259247086919693,-0.020507622119944134,0.00012206917928538175,101666.75,131072,0,
1594840092239808510,22.0,-63.0,958.0,-0.0625,-0.125,-0.0625,24.75,10.5625,-72.25,0.999258301630135,-0.03259247086919693,-0.020507622119944134,0.00012206917928538175,101666.75,131072,0,
1594840092272607968,24.0,-63.0,964.0,-0.0625,-0.125,-0.0625,25.0625,11.6875,-72.25,0.999258301630135,-0.03259247086919693,-0.020507622119944134,0.00012206917928538175,101666.75,131072,0,
1594840092305470155,22.0,-64.0,960.0,0.0625,0.0625,0.0,25.0625,11.6875,-72.25,0.999258301630135,-0.03259247086919693,-0.020507622119944134,0.00012206917928538175,101666.75,131072,0,
1594840092339606936,22.0,-66.0,961.0,0.0625,0.125,0.0625,25.0625,11.25,-72.6875,0.999258301630135,-0.03259247086919693,-0.020507622119944134,0.00012206917928538175,101666.75,131072,0,
1594840092373620210,23.0,-64.0,960.0,0.125,0.0,0.0625,25.0625,10.875,-72.25,0.999258301630135,-0.03259247086919693,-0.020507622119944134,0.00012206917928538175,101666.75,131072,0,
1594840092406642448,24.0,-62.0,958.0,-0.0625,0.0,0.0,25.0625,10.875,-72.25,0.999258301630135,-0.03259247086919693,-0.020507622119944134,0.00012206917928538175,101666.75,131072,0,
1594840092440459271,22.0,-62.0,959.0,-0.125,0.125,0.0625,25.375,10.875,-71.0625,0.999258301630135,-0.03259247086919693,-0.020507622119944134,0.00012206917928538175,101666.75,131072,0,
1594840092473931970,24.0,-63.0,963.0,-0.0625,-0.125,0.0625,24.375,10.5625,-71.875,0.999258301630135,-0.03259247086919693,-0.020507622119944134,0.00012206917928538175,101667.25,131072,0,
1594840092513203264,24.0,-62.0,960.0,-0.1875,0.1875,0.0,24.375,10.5625,-71.875,0.999258301630135,-0.03259247086919693,-0.020507622119944134,0.00012206917928538175,101667.25,131072,0,
1594840092547200179,23.0,-62.0,962.0,-0.0625,-0.0625,0.0,25.375,11.25,-72.6875,0.999258301630135,-0.03259247086919693,-0.020507622119944134,0.00012206917928538175,101667.25,131072,0,
1594840092580003165,23.0,-63.0,962.0,-0.125,-0.0625,0.0625,24.75,10.1875,-72.25,0.999258301630135,-0.03259247086919693,-0.020507622119944134,0.00012206917928538175,101667.25,131072,0,
1594840092615233747,20.0,-62.0,962.0,0.0,-0.1875,0.0,24.75,10.1875,-72.25,0.999258301630135,-0.03259247086919693,-0.020507622119944134,0.00012206917928538175,101667.25,131072,0,
1594840092649222102,24.0,-63.0,961.0,-0.0625,-0.0625,0.125,25.0625,10.875,-72.25,0.999258301630135,-0.03259247086919693,-0.020507622119944134,0.00012206917928538175,101667.25,131072,0,
1594840092690101390,22.0,-63.0,959.0,0.0,-0.1875,-0.0625,25.375,9.75,-71.5,0.999258301630135,-0.03259247086919693,-0.020507622119944134,0.00012206917928538175,101667.25,131072,0,
1594840092724316165,23.0,-62.0,963.0,0.0,-0.375,0.125,24.75,11.25,-71.5,0.999258301630135,-0.03259247086919693,-0.020507622119944134,0.00012206917928538175,101667.25,131072,0,
1594840092756989419,24.0,-63.0,958.0,0.125,-0.25,0.0,24.75,11.25,-71.5,0.999258301630135,-0.03259247086919693,-0.020507622119944134,0.00012206917928538175,101667.25,131072,0,
1594840092789922185,24.0,-61.0,960.0,0.1875,0.1875,0.125,25.0625,10.875,-71.5,0.999258301630135,-0.03259247086919693,-0.020507622119944134,0.00012206917928538175,101667.25,131072,0,
1594840092821490095,24.0,-66.0,960.0,-0.125,0.0,0.0,24.375,10.875,-70.6875,0.999258301630135,-0.03259247086919693,-0.020507622119944134,0.00012206917928538175,101667.25,131072,0,
1594840092855808372,22.0,-64.0,958.0,0.125,-0.125,0.0,24.375,10.875,-70.6875,0.999258301630135,-0.03259247086919693,-0.020507622119944134,0.00012206917928538175,101664.75,131072,0,
1594840092889149110,23.0,-64.0,961.0,0.0625,-0.0625,0.0,24.75,11.25,-72.6875,0.999258301630135,-0.03259247086919693,-0.020507622119944134,0.00012206917928538175,101664.75,131072,0,
1594840092929044166,25.0,-63.0,963.0,0.3125,-0.0625,0.0625,24.75,11.25,-71.875,0.999258301630135,-0.03259247086919693,-0.020507622119944134,0.00012206917928538175,101664.75,131072,0,
1594840092963049854,22.0,-63.0,961.0,0.0625,0.125,-0.125,24.75,11.25,-71.875,0.999258301630135,-0.03259247086919693,-0.020507622119944134,0.00012206917928538175,101664.75,131072,0,
1594840092995511022,24.0,-63.0,961.0,0.125,0.0,0.0,25.0625,11.25,-71.5,0.999258301630135,-0.03259247086919693,-0.020507622119944134,0.00012206917928538175,101664.75,131072,0,
1594840093030222880,22.0,-64.0,961.0,0.1875,0.0625,-0.0625,24.375,11.6875,-72.6875,0.999258301630135,-0.03259247086919693,-0.020507622119944134,0.00012206917928538175,101664.75,131072,0,
1594840093067771746,22.0,-63.0,960.0,-0.1875,0.25,0.0,24.375,11.6875,-72.6875,0.999258301630135,-0.03259247086919693,-0.020507622119944134,0.00012206917928538175,101664.75, , ,
1594840093101667581,23.0,-65.0,958.0,-0.375,-0.0625,-0.0625,24.75,12.0,-72.25,0.999258301630135,-0.03259247086919693,-0.020507622119944134,0.00012206917928538175,101664.75,131072,0,
1594840093134222781,23.0,-62.0,961.0,0.0625,0.0,-0.125,25.0625,11.25,-72.6875,0.999258301630135,-0.03259247086919693,-0.020507622119944134,0.00012206917928538175,101664.75,131072,0,
1594840093167734176,23.0,-66.0,960.0,-0.125,0.1875,0.0,25.0625,11.25,-72.6875,0.999258301630135,-0.03259247086919693,-0.020507622119944134,0.00012206917928538175,101664.75,131072,0,
1594840093198972019,25.0,-62.0,958.0,0.0625,-0.1875,-0.0625,24.75,11.25,-72.25,0.999258301630135,-0.03259247086919693,-0.020507622119944134,0.00012206917928538175,101664.75,131072,0,
1594840093231222065,25.0,-64.0,959.0,0.125,-0.125,0.0625,25.0625,11.6875,-71.875,0.999258301630135,-0.03259247086919693,-0.020507622119944134,0.00012206917928538175,101667.25,131072,0,
1594840093264171915,23.0,-62.0,961.0,0.125,0.125,0.0,25.0625,11.6875,-71.875,0.999258301630135,-0.03259247086919693,-0.020507622119944134,0.00012206917928538175,101667.25,131072,0,
1594840093296398337,23.0,-62.0,959.0,0.0625,0.0625,0.0625,24.0,11.6875,-72.25,0.999258301630135,-0.03259247086919693,-0.020507622119944134,0.00012206917928538175,101667.25,131072,0,
